score,cleaned_content,sentiment_before,sentiment_after
1,game roblox seru tpi kesel klo apdete kali ngelek klo main nya,negatif,positif
4,lag bug,positif,negatif
1,game ireng,negatif,positif
5,ngebug,positif,negatif
1,game nya bagus bisa neg cher,negatif,positif
3,game nya seru update mlu simpan cukup neg pas main brookhaven ngelag mulu kesel banget moga bagus roblox maaf kalo salah ngomong,netral,positif
3,game cheater nya,netral,negatif
3,jelek server down map temen koneksi loading perbaikin jelek,netral,negatif
3,enak kurang fitur nya makeup nya aneh pakai inti oleh neg cheeter,netral,positif
5,kaya curi pangkal brainrot,positif,negatif
1,emang seru bisa neg,negatif,positif
3,fitur gangguu fitur full screen gatau aja saran ilangin aja ganggu banget,netral,negatif
3,ngelek,netral,negatif
3,game seru coba ganti karakter game dalam sayang top neg ,netral,positif
5,selamat balik btw game nya burik jelas neg bocil,positif,negatif
3,minus age check roblox sepi bosan karna fitur classic face hapus fitur make guna neg hacker safety hacker guna mod tolong fitur chat orang roblox sepi bosan,netral,negatif
5,jelek banget booong,positif,negatif
1,woi balikin chatnyaa,negatif,positif
5,huuu roblox jelek koneksi bagus disconnect kali kali huuuuuu boong,positif,negatif
4,game nya sensi banget masak ngetik bogor sensor sensor jaring bagus ganggu main kasi main story udah cape cape sampe level game rusak game rusak lumayan game nya map nya mohon baik sesuai umur harap hapus pliss kasi temen udh gede main bareng halang umur ava tolong murahin dik sah aja lai bagus kok,positif,negatif
2,udah bagus game pas update log out kasih bintang robux hilang jdi,negatif,positif
3,sungguh senang ngelag dikit ,netral,positif
1,apdet,negatif,positif
3,kasih bintang karna bisa neg chet plis,netral,positif
3,tolong baik server roblox masalah,netral,negatif
2,main baik pakai hacker delta,negatif,positif
5,roblox delta dowload ulang jaring bagus bisa neg masuk game jaring kode error mending error banned takut nya pliss banned neg maaf pake delta karna mudah farming diamonds malam hutan farming paskah farming day ituh cuman,positif,negatif
1,bagus banget,negatif,positif
3,main bagus bisa neg chat sepe rti adek dwi bisa neg chat,netral,positif
3,neng main roblox bisa neg chat izin orang tua jir lumayan,netral,positif
3,roblox seru bikin kesel tuh harga harga baju topi tolong buka chat nya thanks for,netral,positif
1,minus bintang gak,negatif,positif
1,tombol lompat nya,negatif,positif
2,bagus sih game nya pas map roblox tiba ulang,negatif,positif
3,sekarangg udaa gaa bisaaa chattt,netral,negatif
3,game nya bagus sayang banyk banget make script,netral,positif
3,akun hilang udah sampe kali hilang akun,netral,negatif
3,game nya bagus kadang kalo secret iri,netral,positif
3,bisa neg chet,netral,negatif
2,bagus gaada chat kasih bintang,negatif,positif
3,gamenya seru face classic nya ganti face dynamic,netral,positif
4,tolong pake neg update udah tau udah penuh,positif,negatif
3,turunin harga robux nya imtem mahal mahal,netral,negatif
4,bug kadang layar hitam,positif,negatif
3,karna bisa neg chat chatan,netral,negatif
3,enak magnet main roblox adaa pacar sii kirim masa,netral,positif
3,ngelag dikit,netral,negatif
3,seru lumayan,netral,positif
2,lumayan bagus,negatif,positif
3,main roblox tulis abdlad,netral,positif
3,game jelek nya brainrods,netral,negatif
3,banyak update fitur gitu gitu doang maksimal neg fungsi make roblox nothing special mas suka ngelag jelas neg jaring lancar saran sih gausah banyak update,netral,negatif
3,bocil pacar,netral,negatif
3,seru sihh tapi kadang kadang tuh suruh update tetep gabisa update udah hapus hapus apk tetep bisaa neg,netral,positif
3,roblox aneh hacker mana bug koneksi putus nya orang roblox gajelas,netral,negatif
5,hate this stupid update,positif,negatif
1,             ,negatif,positif
1,download,negatif,positif
3,rangin bintang semenjak verifikasi fitur chat gabisa ngobrol sahabat temen tuju face classic update bngt pas wifi bagus suka disconnect sih ngelag jaring bagus loh,netral,negatif
4,orang ras,positif,negatif
3,ngelek,netral,negatif
4,banyak update lambat lgie,positif,negatif
3,bayak ngebug bikin kesel tolong baik roblox,netral,negatif
4,kasih update bener ajg,positif,negatif
5,roblox neg fitur chat nya ada neg syarat umur usah neg hrus foto,positif,negatif
3,bagus neg updatenya,netral,positif
4,kenapaa haruss update mau neg update akun hilang jdi stopp dehh roblox jgnn update update maless tauu sayang kalo akun hilang jgann update update dehh,positif,negatif
2,bagus bug sinyal bagus kadang tb masuk,negatif,positif
3,sering neg update plis yng versi nya aja roblox seru neg kya,netral,positif
3,game nya bagus robux ilang gaada beli item item balikin robux ganti jdi rating,netral,positif
4,lo neg balikin chat susah ngomong temen,positif,negatif
3,roblox update kon ,netral,negatif
5,game bikin bosen neg,positif,negatif
3,tolong game nya berat neg kentang,netral,positif
1,gem seru mem bitang,negatif,positif
4,bro bikin fitur guna neg,positif,negatif
3,ngelag klo maen dihp,netral,negatif
5,chattttt,positif,negatif
3,bagus cepet kadaluarsa pedahal bikin akun nya pas maret kemarin dah kadaluarsa ber ulang kali,netral,positif
3,uptade nya aneh verivikasi ribet banget ngapain classic face hapus lumayan,netral,negatif
3,game nya bagus dengerin neg mai,netral,positif
3,suka gamenya update make pdhal ciri khas roblox lego kotak suka disconnect pdhal jaring bagus top beli bayar pdhal sana tulis,netral,negatif
3,suggestion please don limit the age there are ways chat with friends different ages but you keep doing this will difficult for find friends usually you want say hello but instead you find someone sorry where did you get this how want greet the other players don know didn know that they were different ages just said and then they answered like this  please don like that and don want roblox have delta,netral,negatif
1,tipu,negatif,positif
5,game kontol,positif,negatif
3,game nya cheater tolong aman roblox ketat klo ngechat tpi nomor gitu di neg sensor ngeselin bgt,netral,negatif
2,aja game nya gabut,negatif,positif
1,game tuju blokir play store amin,negatif,positif
3,karna game nya bokpe,netral,positif
3,udh apdet kog gkda logo baju acc siiiiiiiiiii burig,netral,negatif
3,aja,netral,positif
3,update neg mulu sih gada beda nya juga,netral,negatif
3,seru tpi chat balikin chatny,netral,positif
5,di neg dowload game hama,positif,negatif
5,update nya gimana,positif,negatif
1,burik,negatif,positif
3,classic face hapus fitur makeup,netral,negatif
5,mohon chatnya fertivikasi wajah mohon owner kembali,positif,negatif
3,update mulu,netral,negatif
3,gem nya bagus kurang bikin panas coba aja atur grafik,netral,positif
4,semenjak update umur nya beda bisa neg komunikasi teman,positif,negatif
5,game populer neg populer anak bawah umur akun blokir,positif,negatif
3,game seru banget seru sih seru main jatuh ganggu player kesal ken robux langgan premium bikin server private harap robux aamin,netral,positif
3,sebenernya nya bagus chatnya hapus indua bintang,netral,positif
4,kasih karna guna bayar shirt gratis shirt leluasa kreatif bisa neg suka suka karna shirt gratis gratis bisa neg kasih bintang kalo,positif,negatif
3,game keren suka main roblox kalo pakai ibu game roblox seru suka main roblox game grow garden tempur legendaris battle slap terkadang game bisa neg dimainin roblox baik terkadang salah pikir game roblox buat sedih ulang ulas,netral,positif
3,game seru knp suka lag klo lgi hias ava brookhaven jaring lancar bikin kesel banget tolong baik roblox lancar biar lgi main ngelag jaring lancar,netral,positif
1,bagus gamenya kebnyakan apdet truss jdi seruu neg trus main roblox cepet ngehabisin koutaa,negatif,positif
5,sseeruu bbangett batas umur paksa henti karna bisa neg komen,positif,negatif
1,gamenya keren,negatif,positif
2,good game but the updates are getting worse btw chat roblox,negatif,positif
5,tinggal kesalahna sambung kasih bintang deh mohon baik bug nya roblox bisa neg main gimana sih aneh banget udah pusing sampe tinggal tekan coba mohon roblox baik tolong roblox bisa neg main mohon baik ya bisa neg chat orang banget coy tolong roblox kasih pesan chat toxic ganti bicara hello gitu kek,positif,negatif
4,karna nya lag leave,positif,negatif
3,game gimana sihh dikit update dikit update game diuninstal,netral,negatif
1,marahal,negatif,positif
3,elor,netral,positif
5,update,positif,negatif
1,game seru neg server nya,negatif,positif
1,main nya bagus tolong baik ada neg bug saaat wifi bagus nge bug,negatif,positif
3,suka mai roblox cuman kadang malesin dowload apdet males kadang lot aneh tuh roblox bagus untung untung kasih bintang engga dah apdet hapus main udah hapus selesai ulang melessss banget yaudah aja sampai moga baca tuh roblox byee,netral,positif
1,nya roblox game neg kasih bintang,negatif,positif
3,bisa neg masuk map nya jing masuk map nya suruh dah sumpah batalin puasa sumpah,netral,negatif
3,bagus bisa neg masuk server wifi bagus jaring bagus update muas,netral,positif
4,game seru chatnya classic face classic shirtnya bebayar hilang kayak game roblox hilang karakteristik,positif,negatif
3,map nya seru kalai update nya sering neg ubah update neg mulu,netral,positif
5,tolong kembali,positif,negatif
1,game nya bagus cuman nya roblox bisa neg chat umur nya bisa neg chat moga chat ,negatif,positif
1,hapus game sayang,negatif,positif
5,delta delta nya rusak ngebug pakai neg delta game nya asik bosen bosen neg main game jam jam ,positif,negatif
3,iya mainny seru bgt game game virall seru bgt kya grow garden brookhaven dandy world dll seru neg gabisa chat pake umur bilang gasuka main tambahin fitur chat minimal gabis amain district keras chat dibatasin server map halang bgt atur,netral,positif
1,maaf ava zepeto ajar ava bacon,negatif,positif
3,game nya bagus udah bisa neg cht game,netral,positif
3,bagusih apdedya berat,netral,positif
4,seru yaa seru bgt update tuh bgs bgt free item gapunya acorn bacon item free hapus plus jelas neg updatenya update makeup free item hps aneh bgt deh pkoknya tpi seru cmn bug main tuh pdhl wifi aman ngelag neg tlg hps bug gbs main kirain ckp neg memori pdhl ckup tlg hps bug updatenya bner jgn asal kurang main mampus loh,positif,negatif
3,seru sebenernya map dimainin kesel buka suruh upgrade muluu,netral,positif
5,plis tambahin classic face chat,positif,negatif
3,tolong kalo main bug neg roblox ken bug neg kaya,netral,positif
5,batas umur beban nya pakai ktp tetep terima neg,positif,negatif
2,bagus sih pas mainin mati nyala pas main bebe rapa jam nge crash kasih bintang,negatif,positif
3,this game sick,netral,negatif
2,baguss sih mainin roblox nya suruh upgrade trus memo penuh trus kalo upgrade suruh hpus apk,negatif,positif
2,game nya bagus knp chat hapus,negatif,positif
2,seru game suka patah jaring bagus player suka henti kuota pakai wifi bintang,negatif,positif
4,cuman nyebelin pas loncat pencet neg tombol loncat cuman bikin kasih bintang,positif,negatif
5,bisa neg like main item kluar neg,positif,negatif
1,maaf salah,negatif,positif
5,hohoho game burok,positif,negatif
4,kecewa update roblox mana classic face udah dihapu neng pakai avatar make classic face ciri khas nya roblox hapus sekarangg,positif,negatif
3,game bagus bisa neg chat tolong kembali chat nya iya tolong baik,netral,positif
5,roblox maaf matt kaufman hapus chat rubah tampil wajah klasik face,positif,negatif
3,game nya seru avatar lucu game mabar temen pokok gamenya seru tolong kurang bug masuk map tiba,netral,positif
3,bro roblox stop hapus chat balikin chat dluuuuuu,netral,negatif
1,roblox karna menganggu gara game roblox anak ajar mohon blokir aja akun biar download roblox,negatif,positif
2,bagus banget tahan kasih main bikin pintar anak,negatif,positif
3,bagus chat nya batasin face clasik nya hapus makeup anehhh,netral,positif
3,seru kayak gimana lot seru,netral,positif
3,aneh bjirr apus app dri,netral,negatif
2,bagus map nya bagus bagus pas update gabisa udah beberapakali coba jaring bagus aja gmn,negatif,positif
5,gem pake delta pakai delta nya tuh band orang orang salah kayak jailin main map sad usaha pake delta heckernya band kecuali incomu dengar incomu nyelametin roblox band gara heker,positif,negatif
3,bring back chat and classic face please contain much memories,netral,negatif
5,seru ngeleg makasih udah game seru jelek ada neg tolol,positif,negatif
3,seru banget seru neg bisa neg ngechat,netral,positif
3,kalo tolong bikin roblox game offline biar rame,netral,positif
5,udah rating bintang suruh lagi,positif,negatif
1,koneksi bagus lag,negatif,positif
1,aja hapus,negatif,positif
5,bikin anak bodoh kosentrasi,positif,negatif
5,akun ilang sultan ava aksesoris rambut cena baju sedih karna kasi bintang akun,positif,negatif
3,woilah jan update mulu napa,netral,negatif
5,update asw ngebatasin lingkung main anak remaja malas nge kerjain orang server isi anak remaja ngebuat chat gembok asw,positif,negatif
3,banget sih update banyak ngebug jujur kesel,netral,negatif
3,pls jng update baru kentang kasihan gua,netral,positif
4,robox bisa neg chat temenku mabar pake whatsapp slalu mati mati klo main ganggu sih tpi gimana maaf bintang turunin satu,positif,negatif
3,lumayan main,netral,positif
4,barang beli ratus robax hilang hilang,positif,negatif
3,update mulu,netral,negatif
3,hacker banyak,netral,negatif
4,tarik ada neg update muslim tolong keluarin apdate muslim plisss,positif,negatif
2,bagus banyak baru malas baru,negatif,positif
3,ngelag grafik nya lumayan,netral,positif
5,lapor harga barang username dirandrazareen semuanyaa harganyaa mahal banget tolong turun aju banding bisa neg tolong banget,positif,negatif
3,main kalo gbt aja,netral,positif
2,escape tsunami from brainrots judi taruh,negatif,positif
3,bagusss sih suka ngeleggg,netral,positif
3,chat,netral,negatif
3,roblox bagus game nya percuma neg robux hilang robux balikin beli karakter mini plush mahal loh uang hilang tolong adain fitur balikin berobux robux nya kembaliin milik nya kalo fitur nya fix pensi kalo gitu bintang aja cocok tuh udah kesel banget mau neg tau adain fitur nya titik,netral,negatif
3,game nya seru game nya game nya suka ngeelek gkk,netral,positif
4,kasih bintang login pas udah update gimana,positif,negatif
3,enak banget game nya karna bosanin neg game nya seru seru kreasik avatar pokok nya seru tolong server nya wifi ngelag neg aja yah tolong baik,netral,positif
3,game disconnected bintang,netral,positif
5,enak neg samsek,positif,negatif
1,suki,negatif,positif
2,admin tolong game makan dunia tolong hapus bikin stress,negatif,positif
